id,masterTopic,originalTopic,exam,examYear,question
11126,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Raj Police Constable Exam (8 Nov 2020 S-1),2020,"निम्नलिखित में से किसने, ‘अमरदास वैरागी’ छद्म नाम रखकर अपना अधिकांश समय मालवा और वागर के क्षेत्र में व्यतीत किया -"
11127,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,SCHOOL LECTURER (GS) 2020,2020,"क्रांतिकारी, जो उस दल का सदस्य था, जिसने लाॅर्ड लाॅर्डिंग की हत्या का प्रयास किया -"
11128,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Agriculture Officer 2020,2020,‘पीड़ितों का पंछीड़ा’ नामक किसकी रचना है -
11129,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Agriculture Officer 2020,2020,"मोती बेगम, निम्न में से किस समाचार-पत्र से सम्बन्धित थी?"
11130,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Agriculture Officer 2020,2020,राजस्थानी कवियों में नवजागरण के प्रथम कवि किसे माना जाता है?
11131,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Asst. Prof. 2020 Paper-III,2020,निम्नलिखित में से कौन सीकर कृषि आंदोलन से संबंद्ध नहीं था?
11132,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Asst. Prof. 2020 Paper-III,2020,उन राजनीतिक कार्यकर्ताओं को चिह्नित कीजिए जिन्होंने नागरिक स्वतंत्रताओं के लिए अपने प्राण उत्सर्ग किए। (i)बालमुकुंद बिस्सा (ii)सागरमल गोपा (iii)रमेश स्वामी (iv)ज्वाला प्रसाद शर्मा सही कूट का चयन कीजिए:
11133,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Lecturer 2020,2020,पश्चिमी राजस्थान उद्योग हस्तशिल्प उत्सव-2020का आयोजन कहाँ हुआ?
20164,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Asst. Statistical Officer (Agri. Dept.) - 2020,2020,NSSO(राष्ट्रीय प्रतिदर्श सर्वेक्षण ऑफिस) जनवरी 2020से दिसम्बर2020में सर्वेक्षण का कौन सा चक्र (राउंड) संचालित कर रही है।
20165,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Evaluation Officer 2020,2020,भारत के उच्चतम न्यायालय के47वें मुख्य न्यायाधीश के रूप में किसने शपथ ली?
11134,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,JSA Biology-2019(Rajasthan Gk),2019,"भवानी सहाय शर्मा, राजस्थान के स्वतंत्रता सेनानी सम्बन्धित थे -"
11135,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (WC&S)2018,2018,विजय सिंह पथिक का वास्तविक नाम था -
11136,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (WC&S)2018,2018,‘राजस्थान के जतिन दास’ कहलाते हैं -
11137,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (WC&S)2018,2018,निम्न में से किस स्वतन्त्रता सेनानी की जेल की यातनाओं के परिणामस्वरूप बरेली जेल में मृत्यु हो गई थी -
11138,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (WC&S)2018,2018,‘चिड़ावा का गांधी’ किसे कहा गया है -
11139,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (WC&S)2018,2018,स्वामी दयानंद सरस्वती पहली बार 1865 ई. में _____ के राजकीय अतिथि के रूप में राजस्थान आए थे।
11140,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (WC&S)2018,2018,उस स्वतंत्रता सेनानी का नाम बताइए जिसने ‘पंछिड़ा’ नामक लोकप्रिय गीत की रचना की -
11143,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Head Master (Sec. School) 2018 Paper-I,2018,निम्नलिखित में से कौन राजस्थान के चारण साहित्यकार नहीं हैं?
11144,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Engineer 2018 Paper-I,2018,निम्नलिखित में से गलत युग्म को चिन्हित कीजिए-
11147,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Coll. Lect. (Sarangi Instr.) - 2018 P-III,2018,राजस्थान के मुख्य निर्वाचन अधिकारी हैं
11148,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Engineer 2018 Paper-I,2018,"राजस्थान के नव नियुक्त मुख्य निर्वाचन अधिकारी कौन हैं, जिन्होंने अश्विनी भगत के स्थान पर पद ग्रहण किया?"
11149,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr.-II Sanskrit-2018 Group A,2018,राजस्थान के किस वर्तमान विधायक ने कॉमनवेल्थ गेम्स2010में स्वर्ण पदक जीता था?
11150,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr.-II Sanskrit-2018 Group A,2018,राजस्थान के नव-नियुक्त स्वास्थ्य मंत्री हैं-
11152,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr.-II Sanskrit-2018 Group A,2018,दिसंबर2018में राजस्थान के पुलिस महानिदेशक नियुक्त हुए हैं-
11153,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr.-II Sanskrit-2018 Group A,2018,राजस्थान में हर साल सर्दियों में विभिन्न प्रकार के प्रवासी पक्षी आते हैं। कुरजां पक्षी (डेमोसिल क्रेन) कहाँ बहुत बड़ी संख्या में पहुँचते हैं?
11154,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr.-II Sanskrit-2018 Group B,2018,वर्ष2018में भारत के सर्वश्रेष्ठ10पुलिस स्टेशनों में राजस्थान के दो पुलिस स्टेशनों को पहला और सातवाँ स्थान मिला। पहला स्थान पाने वाला पुलिस स्टेशन है-
20167,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2018,2018,"शरदकुमार, राष्ट्रीय अन्वेषण अभिकरण के पूर्व महा- निदेशक, हाल ही में समाचारों में क्यों रहे?"
20168,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC School Lect. Group-A (S.E.)2018,2018,यूनाइटेड किंगडम में ५० पाउंड के नोट पर किस भारतीय वैज्ञानिक का तस्वीर छापने की सिफारिश की गई हैः
20169,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC School Lect. (S.E.) 2018,2018,विश्व के पहले थर्मल बैटरी प्लांट का भारत में ६ अगस्त २०१८ को उद्घाटन किया गया था। इसका उद्घाटन कहाँ किया गया था।
11155,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Reet 2017 level-2 SST,2017,लन्दन में वीर विनायक दामोदर सावरकर के लिए आगे अध्ययन हेतु छात्रवृत्ति की व्यवस्था किसने की थी -
11156,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Reet 2017 level-2 SST,2017,‘चेतावनी रा चूंगट्या’ किसने लिखें -
11157,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Reet 2017 level-2 SST,2017,सामाजिक सुधारक गोविन्द गुरू का जन्म हुआ -
11158,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Research Assistant 2016,2016,संप सभा का संस्थापक था:
11159,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Research Assistant 2016,2016,पटवों की हवेली का निर्माता निम्नलिखित में से कौन था?
11160,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Junior Acc. & TRA 04/10/2016,2016,जयनारायण व्यास के बारे में निम्नलिखित में से कौन- सा कथन गलत है?
11161,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Junior Acc. & TRA 04/10/2016,2016,राजस्थान अंतरराष्ट्रीय लोक महोत्सव2016कहाँ आयोजित होगा?
11162,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2016,2016,"राजस्थान के राज्यपाल के रूप में श्री कल्याण िंसह की नियुक्ति के पूर्व, निम्नलिखित में से कौन राज्य के कार्यवाहक राज्यपाल थे?"
11163,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Sr Teacher Gr II Special Edu. Comp. Exam 2015 (G.K.),2015,निम्न में से किसके द्वारा ‘वीर भारत सभा’ का गठन किया गया था -
11164,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Asstt. Agriculture Officer(TSP) Exam 2015 Paper 1,2015,अर्जुन लाल सेठी द्वारा क्रांतिकारियों को प्रशिक्षण देने के लिए जयपुर में स्थापित किये गए विद्यालय का क्या नाम था -
11165,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC School Lecturer -2015,2015,वर्ष2015 के लिए राजस्थानी भाषा में साहित्य अकादमी पुरस्कार इस साहित्यिक कृति के लिए दिया गया है:
11166,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2015,2015,राजस्थान के किस जिले में एक युद्ध संग्रहालय की स्थापना की गई है जिसका हाल ही में उद्घाटन किया गया था?
20170,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Jr.Accountant TRA 02/08/2015 Paper-I,2015,हाल ही में किसे केंद्रीय सतर्कता आयुक्त के पद पर नियुक्त किया गया?
20171,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2015,2015,"अभी हाल ही में किसने कहा कि, ``लोकतांत्रिक देश के रूप में भारत का भविष्य खतरे में है।''?"
20172,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2015,2015,"कथन(A): भारत की अंजू बॉबी जार्ज जिन्होंने सन्2005 में लम्बी कूद स्पर्धा में तीसरी विश्व एथलेटिक्स में रजत पदक जीता था, अब2014में स्वर्ण पदक की विजेता घोषित कर दी गई हैं। कारण(R): रूसी एथलीट तात्याना कोतावा(दूसरा स्थान) डोप टेस्ट में दोषी पाई गई। कूट:"
11167,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,राज. पुलिस कॉन्स्टेबल-2014,2014,किसने माउन्ट आबू के राजस्थान में विलय में महत्त्वपूर्ण योगदान दिया -
11168,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Collage Lect. 2014 (P-III),2014,महाराणा मेवाड़ ़फाउंडेशन द्वारा वर्ष2016 में हकीम खां सूर पुरस्कार दिया गया है:
11169,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Collage Lect. 2014 (P-III),2014,राजस्थान का केंद्रीय विश्वविद्यालय किस जिले में अवस्थित है?
20173,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Collage Lect. 2014 (P-III),2014,2015 में भारत-रूस का यंयुक्त सैन्य अभ्यास
11170,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Jr. Acctt/TRA Re-Exam 2013 (Paper-1),2013,जयनारायण व्यास के बारे में निम्नलिखित में से कौन सा कथन गलत है -
11171,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Asst. Engineer 2013,2013,राजस्थान की दीपिका राठौड प्रसिद्ध है:
11173,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC School Lect. (Coach) 2013,2013,कवि माघ का गृहनगर था-
11174,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Grade-II 2013,2013,राजस्थान में अमृता सोसाईटी को मुख्य उद्देश्य है –
11175,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC School Lect. (P-I) 2013,2013,"सैनिक स्कूल, चितौडगढ़(राजस्थान)स्थापित किया गया:"
20174,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Asst. Engineer 2013,2013,वेनेजुएला के राष्ट्रपति का नाम बताइये जिनकी हाल ही में कराकास में वैâन्सर के कारण मृत्यु हो गई:
20175,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC School Lect. (P-I) 2013,2013,भारत रत्न से विभूषित वैज्ञानिक सी. एन. आर. राव का संबंध है;
20176,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Assistant jailor 2013,2013,भारत में ऑस्ट्रेलिया के उच्चायुक्त बनने वाले भारतीय मूल के व्यक्ति का नाम है-
11176,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2012,2012,राजस्थान के स्वतंत्रता सेनानी एवं उनके कार्य क्षेत्र के सम्बन्ध में गलत युग्म को पहचानिए–
11177,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Asst. Agri. Officer 2011,2011,हल्दीघाटी में महाराणा प्रताप संग्रहालय की स्थापना जिसके द्वारा की गयी:
11178,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Agriculture Officer 2011 Paper-I,2011,मीरां ने अपना अन्तिम समय किस स्थान पर बिताया था?
11179,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC M.V.S.I. (P-1) 2011,2011,1934 ई. में प्रजापति जाट महायज्ञ किस स्थान पर हुआ था?
11180,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr-II 2011,2011,देश के १४२ डेजर्ट ब्लाक में से राजस्थान में कितने डेजर्ट ब्लाक हैं?
11181,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC APRO 2011,2011,जोधपुर में बार ऐसोसिएशन ने2012में अन्तर्राष्ट्रीय न्यायालय का जज होने पर किस का अभिवादन किया?
11182,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC APRO 2011,2011,संगीत वादन के क्षेत्र में ख्याति प्राप्त किसे २०१२ में राजस्थान रत्न से सम्मानित किया गया?
11183,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC ACF 2011,2011,2012में मोहनवीण के वादन में ख्याति-प्राप्त किस कलाकार को राजस्थान रत्न से सम्मानित किया गया?
11184,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC ACF 2011 RPSC M.V.S.I. (P-I)-2011,2011,राजस्थान के किस नगर में भारतीय प्रबंधन संस्थान की स्थापना की गई है?
11185,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC LDC (P-I) 2011,2011,निम्नलिखित में से कौन राजस्थान पत्रिका से सम्बद्ध प्रसिद्ध पत्रकार एवं लेखक हैं?
20178,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr-II 2011,2011,भारतीय जीवन बीमा निगम(एल. आई. सी.) दिवस प्रतिवर्ष मनाया जाता है?
20179,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC APRO 2011,2011,26 नवम्बर2018को मुम्बई की त्रासदी में लिप किस आतंकवादी को सऊदी अरब अधिकारियों ने पकड़ कर भारत को सौंप दिया?
20180,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC ACF 2011,2011,2012में किसे अन्तर्राष्ट्रीय न्यायालय का जज चुना गया?
20181,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC ACF 2011,2011,किस भारतीय निकाय ने2012में अपने ६० वर्ष पूरे किए?
20182,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC ACF 2011,2011,किस देश में2012में एफ होलेन्दो को राष्ट्रपति चुना गया है?
20183,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC ACF 2011,2011,2011 में फिलीस्तीन किस अन्तर्राष्ट्रीय संगठन का सदस्य बना?
11186,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2009,2009,राजस्थान के विख्यात इतिहासकार जो एक समाज सुधारक भी थे –
20185,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2009,2009,ब्रिटेन के प्रधानमंत्री है –
11187,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2008,2008,"राजस्थान में जन्में एक उद्योगपति ने1920ई. में सी. वी. रमन को इनकी महत्वपूर्ण शोध के लिए22, 000रुपये की सहायता जुटाई जिसके कारण इन्हें नोबेल पुरस्कार मिला; वह है:"
20186,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2006-07,2006,"भारत का कौन-सा शहर, सांस्कृतिक`घुलन-केन्द्र' (`मेल्टिंग-पॉट') कहा जाता है?"
20187,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1997-98,1997,केवल विकलांगों के लिए भारत में बनाए जाने वाले प्रथम विश्वविद्यालय का मुख्यालय होगा─
20188,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1997-98,1997,निम्न में से33वें भारतीय ज्ञानपीठ पुरस्कार सन्1997के लिए किसका चयन हुआ है?
11188,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1996,1996,क्रान्तिकारी रचना `चेतावनीरा का चूंगटिया' के रचयिता थे─
20189,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1996,1996,श्री आर. एस. पाठक से पूर्व अन्तर्राष्ट्रीय न्यायालय में निर्वाचित दो अन्य भारतीय न्यायार्मूित रहे हैं─
20190,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1996,1996,भारत सी०टी०बी०टी० से जुड़ने की अनिच्छा रखता है क्योंकि─
20191,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,"RPSC RAS/RTS Pre 1996, 1994",1996,यूनेस्को ने1995को अन्तर्राष्ट्रीय वर्ष घोषित किया है─
20192,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1996,1996,1996ई० में सुलभ अन्तर्राष्ट्रीय संस्था द्वारा ईमानदार व्यक्ति का पुरस्कार दिया गया─
11189,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1993,1993,"पन्ना धाय एवं दुर्गादास के जीवन से जो विशेष प्रेरणा मिलती है, वह है─"
11190,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1992,1992,स्वतंत्रता संग्राम के लिए सबसे कम आयु के शहीद थे -
20193,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 1992,1992,सन्1988में अंटार्कटिका महाद्वीप पर भारत ने अपना दूसरा वैज्ञानिक शोध केंद्र `मैत्री' स्थापित किया था। इस शोध केंद्र का प्रमुख कार्य है -
11213,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor(electrician),0,सिद्धराज ढ़ड्ढ़ा कौन थे -
11230,राजस्थान के प्रमुख व्यक्तित्व,राजस्थान के व्यक्तित्व,RSMSSB PTI Grade-III P1,0,छगनबेन ने सर्वोदयी गतिविधियों के लिए राजस्थान के किस क्षेत्र को चुना -
10987,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Lab Assistant Exam 2026 (Geography),2026,सूची I को सूची II से सुमेलित करें -सूची I (प्रसिद्ध व्यक्तित्व)सूची II (से संबद्ध)a. गावरी देवीI. लोक संस्कृति के प्रवर्तकb. कोमल कोठारीII. पत्रकारिताC. कृपाल सिंह शेखावतIII. मंड गायकd. करपुरचंद कुलिशIV. नीली मिट्टी के बर्तननीचे दिए गए विकल्पों में से सबसे उपयुक्त उत्तर चुनें:
10988,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Agriculture Supervisor Exam 2026,2026,सूची-I को सूची-II से सुमेलित करें: सूची-I (राजस्थान की महत्वपूर्ण हस्तियाँ)सूची-II (प्रसंग)(a) पीरू सिंह(i) परमवीर चक्र(b) विजय सिंह पथिक(ii) बिजोलिया आंदोलन(c) कृपाल सिंह शेखावत(iii) लोक गायक(d) अल्लाह जिलाई बाई(iv) ब्ल्यू पॉटरीनीचे दिए गए विकल्पों में से सबसे उपयुक्त उत्तर चुनें:
10993,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,3rd Grade Teacher 2025 Social Studies (L-2 ),2025,सूची I को सूची II से सुमेलित करे - सूची I (व्यक्ति)सूची II (पेशा)a. गवरी बाईI. गायकb. अल्लाह जिलाई बाईII. शिक्षाशास्त्रीc. स्वामी केशवानन्दIII. कविd. कर्पूरचंद कुलिशIV. पत्रकार नीचे दिए गए विकल्पों में से सबसे उपयुक्त उत्तर चुनें:
10994,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,3rd Grade Teacher 2025 Social Studies (L-2 ),2025,सूची I को सूची II से सुमेलित करे-सूची I (प्रसिद्ध व्यक्ति)सूची II (प्रदत्त अवार्ड)a. शैतान सिंहI. केन्द्रीय साहित्य अकादमी अवार्डb. अल्लाह जिलाई बाईII. ग्रॅमी अवार्डc. विजयदान देथाIII. कोर्ट सिंगर अवार्डd. विश्व मोहन भट्टIV. परम वीर चक्रनीचे दिए गए विकल्पों में से सबसे उपयुक्त उत्तर चुनें:
11024,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (SWT) Exam 2024,2024,निम्नलिखित में कौन-सी महिला राजस्थान की स्वतंत्रता सेनानी नहीं थी -
11025,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Junior Instructor (ICTSM) Exam 2024,2024,राजस्थान के स्वतंत्रता आन्दोलन में गिरफ्तार होने वाली प्रथम महिला कौन थी -
11045,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Animal Attendant 2023 Exam (December 1 Shift II),2023,"गोवर्धन असरानी जो कि ‘असरानी’ नाम से विख्यात है, यह प्रसिद्ध है: निम्नलिखित विकल्पों में से सर्याधिक उपयुक्त उत्तर चुनें:"
11062,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Animal Attendant 2023 Exam (December 1 Shift II),2023,राजस्थान में स्वतंत्रता आंदोलन के दौरान गिरफ्तार होने वाली राजस्थान की प्रथम महिला कौन थी -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
11063,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Assistant Professor (College Education) - 2023 Paper-III,2023,1933 ई. में कलकत्ता में आयोजित अखिल भारतीय मारवाड़ी महिला सम्मेलन की अध्यक्षता किसने की -
11064,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Agriculture Supervisor Exam 2023,2023,सूची I के साथ सूची II का मिलान कीजिए -सूची I (स्वतंत्रता सेनाना) सूची II (स्थान)a. कुमान कुसुम गुप्ता I. जोधपुरb. लक्ष्मी देवी आचार्य II. उदयपुरc. भगवती देवी III. बीकानेरd. सावित्री देवी भाटी IV. कोटानीचे दिए गए विकल्पों में से सही उत्तर का चयन कीजिए:
11065,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,CET 2022 (Graduate) 07 January 2023 Shift-2,2023,"राजस्थान महिला परिषद की स्थापना, उदयपुर में 1947 में, किसके द्वारा हुई थी -"
11082,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Sr. Teacher Gr II Comp. Exam - 2022 (Sanskrit Edu.) Group A,2022,1857 ई. के प्रथम स्वतन्त्रता संग्राम में अंग्रेजों के विरुद्ध झाँसी की रानी लक्ष्मी बाई और तात्या टोपे को अपनी सेनाओं के वेतन और रसद हेतु धन किसने उपलब्ध करवाया -
11098,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Lab Assistant Exam 2022 (Science) 29 June 2022 Paper-1,2022,उदयपुर में राजस्थान महिला परिषद् की संस्थापक कौन थी -
11104,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Food Safety Officer - 2022,2022,"हाल ही में, राजस्थान की एक मूल निवासी महिला विंग-कमांडर भारतीय वायु सेना का वीरता पुरस्कार प्राप्त करने वाली पहली महिला बनी हैं। उनका क्या नाम है?"
11114,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,VDO Exam 2nd Shift 28 Dec 2021,2021,‘पोपाबाई की पोल’ नामक पुस्तिका किसने लिखी -
11118,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Computor Exam 2021,2021,राजस्थान के स्वतन्त्रता आन्दोलन के दौरान गिरफ्तार एवं निर्वासित होने वाली राजस्थान की पहली महिला थीं -
11121,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC RAS/RTS Pre 2021,2021,रूमा देवी के बारे में निम्न में से कौन-सा कथन सही नहीं है?
11122,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Public Relation Officer 2021,2021,इस समय राजस्थान महिला आयोग की अध्यक्षता कौन है?
11141,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Librarian Grade III 2018,2018,कालीबाई राजस्थान के किस आंदोलन से संबंधित है -
11142,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,Livestock Assistant Exam 2018,2018,राजस्थान के स्वतन्त्रता आंदोलन के दौरान गिरफ्तार होने वाली राजस्थान की पहली महिला थी -
11145,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr.-II Sanskrit-2018 Group B,2018,स्वतन्त्रता संग्राम के दौरान निम्न में से कौन सी महिला जेल नहीं गई?
11146,राजस्थान की महिला व्यक्तित्व,राजस्थान के व्यक्तित्व,RPSC Sr. Teacher Gr-II 31/10/2018,2018,श्रीमती रमा देवी राजस्थान के किस आन्दोलन से सम्बद्ध रही।
